day_obs,visit,detector,band,physical_filter,ra,dec,zenithDistance,zeroPoint,skyBg,skyNoise,psfSigma,psfArea,nPsfStar,astromOffsetMean,astromOffsetStd,expTime,astrometry_matches_count,cosmic_ray_count,final_psf_sigma,matched_psf_star_count,photometry_matches_count,psf_available_star_count,psf_good_star_count,saturated_source_count,star_count
20240830,90082051,0,oiii,OIII,339.2666549212653,34.415513456106794,8.608953475952148,26.100078582763672,23.860977172851562,10.05609130859375,3.030529499053955,113.72335052490234,4,0.08862071484327316,0.050518251955509186,300.0,14.0,108.0,3.0412641983342947,6.0,7.0,13.0,13.0,4.0,7.0
20240830,90082052,0,oiii,OIII,339.2666881738212,34.41560320480656,9.712871551513672,26.098148345947266,23.855361938476562,11.685263633728027,3.0443451404571533,116.25309753417969,5,0.10301127284765244,0.05305295065045357,300.0,14.0,97.0,3.0533083491293973,7.0,7.0,13.0,13.0,4.0,7.0
20241026,90651038,0,r,R,261.488925640021,3.3645042390968194,60.97868347167969,25.110610961914062,74.16532135009766,12.95515251159668,2.458906412124634,135.8697509765625,11,0.044660914689302444,0.02350699156522751,6.0,19.0,2.0,2.4388677811710324,13.0,16.0,17.0,17.0,1.0,15.0
20241026,90651039,0,r,R,261.50842870614525,3.3642581918386743,61.352760314941406,25.07463836669922,90.92991638183594,16.310184478759766,2.030444383621216,49.0408821105957,8,0.03961533308029175,0.016046226024627686,6.0,22.0,1.0,2.0408558179135623,9.0,12.0,20.0,18.0,3.0,12.0
20241026,90651040,0,r,R,261.50841816794264,3.364244190467625,61.599063873291016,25.844039916992188,144.4236602783203,32.42007827758789,1.893480658531189,54.633888244628906,13,0.03160586953163147,0.01861577481031418,12.0,31.0,4.0,1.893062434483764,14.0,20.0,31.0,26.0,1.0,19.0
20241026,90651041,0,v,V,261.5083443206884,3.364098649088298,61.84492492675781,26.41765594482422,242.28260803222656,21.398622512817383,1.8763998746871948,40.824588775634766,16,0.02189674787223339,0.010724865831434727,24.0,26.0,9.0,1.8757695328974002,19.0,24.0,23.0,21.0,3.0,23.0
20241026,90651042,0,b,B,261.50810467516976,3.363947275679366,62.15142822265625,25.270801544189453,141.16943359375,16.206384658813477,2.528336524963379,78.84599304199219,5,0.04525115340948105,0.022761723026633263,30.0,9.0,10.0,2.539086295396333,5.0,9.0,11.0,10.0,4.0,6.0
20241026,90651043,0,r,R,275.4364528111335,64.36664080422405,37.65194320678711,26.91828727722168,126.80134582519531,10.669900894165039,2.193977117538452,71.67451477050781,17,0.021208560094237328,0.01033423189073801,30.0,13.0,8.0,2.1915999439366445,19.0,20.0,18.0,18.0,6.0,20.0
20241026,90651044,0,r,R,275.4772508830946,64.3703725255816,38.24223709106445,27.676305770874023,249.16656494140625,13.760982513427734,1.8693218231201172,54.343963623046875,19,0.012047141790390015,0.004828960169106722,60.0,12.0,18.0,1.866140579822942,28.0,28.0,23.0,23.0,6.0,33.0
20241026,90651045,0,v,V,275.47703625837784,64.370442246808,38.47663497924805,27.581979751586914,178.0838623046875,12.374710083007812,2.0057055950164795,61.319725036621094,12,0.022664226591587067,0.012056960724294186,60.0,17.0,20.0,2.0057497193862,18.0,18.0,15.0,15.0,5.0,19.0
20241026,90651046,0,r,R,275.4772594715758,64.37047127385739,38.68703079223633,27.66879653930664,258.491943359375,13.862533569335938,1.9977848529815674,60.300777435302734,18,0.01911311037838459,0.015034515410661697,60.0,15.0,25.0,2.001518105215429,25.0,26.0,23.0,23.0,5.0,31.0
20241026,90651047,0,halpha,Halpha,275.4770706591097,64.37035057235029,38.957515716552734,24.5340576171875,10.928293228149414,8.392208099365234,1.979084849357605,64.38313293457031,7,0.08480419218540192,0.040700048208236694,120.0,9.0,37.0,1.968657855063898,9.0,9.0,10.0,10.0,2.0,9.0
20241026,90651048,0,halpha,Halpha,275.4771447960918,64.3703711642377,39.435455322265625,25.264801025390625,24.89443016052246,9.19912338256836,2.032578945159912,67.92749786376953,9,0.10212299227714539,0.06727765500545502,240.0,17.0,70.0,2.017802363648927,10.0,10.0,19.0,17.0,2.0,11.0
20241026,90651049,0,r,R,314.69674785416026,44.32845368950486,10.734294891357422,25.67184829711914,40.36804962158203,8.21056079864502,2.6864922046661377,111.79454040527344,24,0.051398664712905884,0.02987595833837986,10.0,24.0,8.0,2.6815097616716805,62.0,80.0,27.0,27.0,6.0,83.0
20241026,90651050,0,r,R,314.69674780057466,44.328430110797136,11.03627872467041,26.87397575378418,118.1177749633789,11.07388687133789,2.4427762031555176,89.17188262939453,97,0.028068577870726585,0.014159634709358215,30.0,70.0,19.0,2.4372422917224337,120.0,151.0,113.0,113.0,12.0,163.0
20241026,90651051,0,v,V,314.6967052879596,44.32824982141703,11.386053085327148,27.571651458740234,144.81980895996094,11.53761100769043,2.336479425430298,86.19322204589844,75,0.060225825756788254,0.0332573764026165,60.0,59.0,26.0,2.336221875811425,95.0,121.0,85.0,84.0,8.0,133.0
20241026,90651052,0,b,B,314.69663870384176,44.328268332587626,11.794628143310547,27.20574378967285,94.50425720214844,9.890442848205566,2.5376429557800293,95.9024658203125,35,0.029282815754413605,0.015032097697257996,90.0,44.0,31.0,2.5341975970548907,43.0,57.0,39.0,39.0,4.0,61.0
20241026,90651053,0,halpha,Halpha,314.69670225695126,44.328119470592256,12.565580368041992,25.613426208496094,74.79948425292969,12.159828186035156,2.1089842319488525,11.952499389648438,9,0.09367376565933228,0.04696337506175041,300.0,41.0,98.0,2.0822033644087106,40.0,51.0,10.0,10.0,5.0,59.0
20241026,90651054,0,r,R,325.98377007141045,53.70963722147947,16.714889526367188,26.93358612060547,98.81605529785156,11.046570777893066,1.9716602563858032,61.49648666381836,152,0.02122543938457966,0.012920178472995758,30.0,157.0,14.0,1.9718843360235097,186.0,244.0,238.0,223.0,25.0,271.0
20241026,90651055,0,r,R,325.98376640960737,53.70958086634303,16.754039764404297,25.735292434692383,33.4384651184082,8.438882827758789,2.311333179473877,79.23806762695312,103,0.023543905466794968,0.013826079666614532,10.0,146.0,7.0,2.309300126812549,131.0,180.0,138.0,128.0,18.0,187.0
20241026,90651056,0,r,R,325.98382208028073,53.709662518056,16.7935848236084,24.98220443725586,17.583011627197266,7.552302360534668,1.6904758214950562,47.61746597290039,102,0.02512134611606598,0.015446394681930542,5.0,155.0,10.0,1.6919461634023818,123.0,168.0,141.0,138.0,12.0,171.0
20241026,90651057,0,v,V,325.9837331448778,53.70969240725907,16.84920310974121,25.644954681396484,23.06715965270996,7.7240986824035645,2.090142011642456,67.06665802001953,85,0.024334868416190147,0.013340208679437637,10.0,110.0,8.0,2.090996033757289,104.0,135.0,104.0,104.0,18.0,133.0
20241026,90651058,0,b,B,325.98374793293084,53.70961436720326,16.90383529663086,25.554689407348633,19.98356056213379,7.674337863922119,2.0976107120513916,69.25688934326172,67,0.029171599075198174,0.015731394290924072,20.0,89.0,13.0,2.0981480156671615,82.0,106.0,82.0,81.0,15.0,108.0
20241026,90651059,0,b,B,325.9837655332429,53.709653978215805,16.980932235717773,26.72589111328125,59.23235321044922,8.956521034240723,2.0088424682617188,59.360984802246094,100,0.026440508663654327,0.015178483910858631,60.0,138.0,20.0,2.0120957903934253,125.0,170.0,123.0,118.0,16.0,163.0
20241026,90651060,0,halpha,Halpha,325.9838056004644,53.70950800662783,17.06376838684082,23.997406005859375,5.085923671722412,7.958972454071045,2.213381052017212,74.25040435791016,50,0.06692493706941605,0.041950684040784836,60.0,74.0,23.0,2.2084193674597037,74.0,99.0,76.0,58.0,17.0,100.0
20241026,90651061,0,r,R,348.78942158457096,60.438458993448876,25.18539810180664,27.663862228393555,206.30612182617188,13.805252075195312,2.2079954147338867,78.57044219970703,156,0.015627235174179077,0.009045353159308434,60.0,114.0,16.0,2.2095303157903987,198.0,240.0,187.0,183.0,12.0,280.0
20241026,90651062,0,r,R,348.78948556737214,60.4384515835524,25.018888473510742,25.740501403808594,34.8709831237793,8.256781578063965,2.0603420734405518,70.8269271850586,96,0.026747100055217743,0.016472524031996727,10.0,117.0,8.0,2.0620422665470155,115.0,142.0,118.0,118.0,7.0,151.0
20241026,90651063,0,r,R,348.7897126047919,60.43841520366642,24.967378616333008,24.98126983642578,17.489953994750977,7.628964424133301,2.1112091541290283,75.32776641845703,76,0.02925836853682995,0.017773976549506187,5.0,93.0,6.0,2.118458364177875,95.0,119.0,95.0,90.0,6.0,122.0
20241026,90651064,0,v,V,348.7895843491383,60.438428114404815,24.909862518310547,25.626068115234375,23.8735408782959,7.915797710418701,2.1869845390319824,76.14918518066406,63,0.03070172853767872,0.020144691690802574,10.0,80.0,5.0,2.1890455903812622,76.0,92.0,75.0,70.0,3.0,97.0
20241026,90651065,0,b,B,348.78953973505014,60.43844093909231,24.834789276123047,25.613454818725586,20.269245147705078,7.709654331207275,2.2967612743377686,83.43379974365234,48,0.03157409653067589,0.016749506816267967,20.0,59.0,12.0,2.2988720200203776,58.0,74.0,56.0,53.0,2.0,72.0
20241026,90651072,0,halpha,Halpha,348.79264678399454,60.44932584052789,26.25602149963379,23.87004852294922,4.787794589996338,8.169054985046387,1.9905109405517578,62.97665023803711,44,0.07318069040775299,0.046873319894075394,50.0,52.0,16.0,1.9892430416889897,54.0,69.0,57.0,50.0,2.0,69.0
20241026,90651073,0,r,R,353.85937944837127,64.87191558504561,29.06731414794922,25.013803482055664,16.45857048034668,7.380511283874512,1.916246771812439,57.09053421020508,31,0.03422518074512482,0.01804603636264801,5.0,33.0,4.0,1.925667872300282,36.0,42.0,38.0,38.0,0.0,40.0
20241026,90651074,0,r,R,353.85941446556683,64.871981909296,29.13397216796875,26.51701545715332,65.99684143066406,9.362728118896484,2.1679537296295166,66.95940399169922,52,0.024393407627940178,0.01422289852052927,20.0,40.0,11.0,2.1746702176996697,62.0,69.0,64.0,63.0,2.0,75.0
20241026,90651075,0,v,V,353.85942060442926,64.87195933675606,29.210702896118164,27.162742614746094,95.88249206542969,9.85069465637207,2.061810255050659,63.23740768432617,42,0.024676164612174034,0.014477106742560863,40.0,40.0,15.0,2.0686758160705714,50.0,56.0,55.0,55.0,1.0,58.0
20241026,90651076,0,b,B,353.859341033659,64.87203184230314,29.3008975982666,26.79554557800293,79.2725601196289,9.57503890991211,2.131563901901245,68.46192169189453,26,0.030804015696048737,0.023616580292582512,80.0,27.0,25.0,2.1554977028923776,27.0,33.0,28.0,28.0,1.0,29.0
20241026,90651077,0,halpha,Halpha,353.8596520301919,64.87190017351705,29.46043586730957,25.546058654785156,18.584815979003906,9.052983283996582,1.9083179235458374,68.01077270507812,34,0.08000823110342026,0.045357272028923035,200.0,37.0,61.0,1.9280017149825175,45.0,51.0,49.0,43.0,2.0,52.0
20241026,90651078,0,r,R,353.97874250295087,30.470946550423935,16.389066696166992,25.777328491210938,29.5174617767334,7.868914604187012,1.8416433334350586,53.51863479614258,14,0.028231535106897354,0.01886637695133686,10.0,16.0,9.0,1.8346032501940197,19.0,20.0,18.0,18.0,2.0,22.0
20241026,90651079,0,r,R,353.9594518625215,30.48806356325671,16.851964950561523,25.76567268371582,30.18147087097168,7.9913835525512695,1.8795052766799927,51.498558044433594,20,0.021770011633634567,0.011913001537322998,10.0,20.0,10.0,1.8804202043751512,23.0,24.0,23.0,23.0,0.0,23.0
20241026,90651080,0,r,R,353.95943216069344,30.488048855259024,17.176136016845703,27.706815719604492,177.19175720214844,12.010062217712402,2.0038087368011475,60.454368591308594,31,0.01544247567653656,0.011005259118974209,60.0,21.0,30.0,2.0006203779567677,38.0,39.0,35.0,35.0,0.0,41.0
20241026,90651081,0,v,V,353.9593957595782,30.488059193660007,17.806472778320312,28.353605270385742,271.026123046875,14.360956192016602,1.828819751739502,54.124000549316406,33,0.02124106138944626,0.01198138203471899,120.0,23.0,48.0,1.8269311321413693,37.0,37.0,34.0,34.0,0.0,38.0
20241026,90651082,0,b,B,353.95937820052717,30.488086070952768,18.625858306884766,28.305166244506836,225.14810180664062,13.056570053100586,1.96123206615448,62.930023193359375,26,0.02255125902593136,0.011063220910727978,240.0,23.0,88.0,1.9615184958415721,32.0,32.0,33.0,33.0,3.0,33.0
20241026,90651083,0,halpha,Halpha,353.95952439231445,30.488133194761662,20.216537475585938,26.80232810974121,46.81709289550781,12.144803047180176,1.9122756719589233,48.538692474365234,21,0.06971059739589691,0.03142252564430237,600.0,21.0,209.0,1.9180191493199052,27.0,29.0,24.0,22.0,0.0,28.0
20241026,90651084,0,r,R,359.17102000921227,61.395935721100244,27.15807342529297,24.980192184448242,16.55820083618164,7.668533802032471,1.9402110576629639,56.830078125,149,0.030813800171017647,0.01970498636364937,5.0,172.0,6.0,1.938771864334917,180.0,228.0,179.0,177.0,17.0,242.0
20241026,90651085,0,v,V,359.1708878485708,61.396015840500645,27.2344913482666,25.63404655456543,23.880176544189453,8.08154010772705,2.2194712162017822,72.27339172363281,132,0.04216447100043297,0.029566382989287376,10.0,142.0,7.0,2.2168214027585207,163.0,210.0,151.0,150.0,15.0,222.0
20241026,90651086,0,b,B,359.1707458328745,61.39605220343979,27.341264724731445,25.58989715576172,20.20714569091797,7.9300055503845215,2.3416123390197754,78.51531219482422,100,0.031026702374219894,0.01732342317700386,20.0,97.0,9.0,2.336917723825415,124.0,162.0,115.0,115.0,14.0,177.0
20241026,90651087,0,b,B,359.1708822390592,61.396028969248725,27.421079635620117,25.27878761291504,15.488037109375,7.6592512130737305,2.4410154819488525,81.33453369140625,78,0.031849198043346405,0.02201445959508419,15.0,69.0,10.0,2.43494983806931,101.0,127.0,90.0,89.0,13.0,147.0
20241026,90651088,0,halpha,Halpha,359.1710797783125,61.39592222329325,27.52608299255371,23.833721160888672,4.602089881896973,8.221823692321777,2.0510823726654053,60.28827667236328,73,0.056559909135103226,0.02836877480149269,50.0,75.0,19.0,2.0337679762354233,95.0,118.0,108.0,83.0,11.0,123.0
20241026,90651089,0,r,R,6.328936046317236,64.13995112512836,28.354665756225586,27.70621681213379,192.16119384765625,12.831180572509766,2.029233455657959,61.70631408691406,136,0.014157596975564957,0.0071936240419745445,60.0,75.0,25.0,2.026858135150582,166.0,193.0,175.0,173.0,6.0,216.0
20241026,90651090,0,halpha,Halpha,6.329110096232862,64.13981223127472,28.694774627685547,26.74286651611328,53.23952102661133,11.154009819030762,1.8351904153823853,50.239402770996094,61,0.08933413028717041,0.04699264466762543,600.0,75.0,209.0,1.839492254623763,89.0,119.0,97.0,75.0,10.0,119.0
20241026,90651091,0,r,R,10.6858018388539,40.8659610857253,12.055952072143555,25.75128173828125,33.20384216308594,8.801158905029297,1.7591192722320557,14.38138198852539,14,0.026314212009310722,0.01351596973836422,10.0,22.0,6.0,1.7555049507392237,18.0,18.0,21.0,20.0,4.0,19.0
20241026,90651092,0,r,R,10.672070132096065,40.86608333073336,12.370837211608887,25.793384552001953,34.67828369140625,8.719257354736328,1.4710845947265625,39.36500930786133,14,0.022530723363161087,0.014822382479906082,10.0,18.0,5.0,1.4688575525279526,17.0,20.0,23.0,20.0,1.0,21.0
20241026,90651093,0,r,R,10.67162789030608,40.86607076106326,12.638120651245117,26.51537322998047,68.50634765625,10.29916763305664,1.7523154020309448,42.76266098022461,13,0.017816441133618355,0.010838184505701065,20.0,15.0,17.0,1.7498963901868796,18.0,23.0,19.0,16.0,2.0,24.0
20241026,90651094,0,v,V,10.671564759003187,40.86608425732221,12.88519287109375,27.170860290527344,95.58341979980469,11.153216361999512,1.618279218673706,43.3326301574707,14,0.013981322757899761,0.004484857432544231,40.0,16.0,22.0,1.6088116428471753,19.0,22.0,18.0,17.0,1.0,25.0
20241026,90651095,0,b,B,10.671552472673186,40.866088573250174,13.266133308410645,27.17022132873535,80.34815216064453,10.623265266418457,1.9360949993133545,110.74063110351562,14,0.0220218226313591,0.009626787155866623,80.0,17.0,33.0,1.9308014698492644,19.0,19.0,21.0,19.0,1.0,23.0
20241026,90651096,0,halpha,Halpha,10.6717154157647,40.86609025308727,13.899484634399414,25.93218421936035,19.55792236328125,11.339938163757324,1.8325648307800293,66.68486785888672,10,0.10589240491390228,0.06924965232610703,200.0,17.0,53.0,1.7905555960966322,13.0,13.0,19.0,17.0,1.0,16.0
20241026,90651097,0,r,R,23.647264147510455,30.781998039528084,8.075791358947754,25.749055862426758,30.549907684326172,8.117335319519043,1.6476808786392212,43.320560455322266,17,0.03509039804339409,0.024562902748584747,10.0,16.0,10.0,1.6504052316307907,18.0,19.0,24.0,24.0,0.0,22.0
20241026,90651098,0,v,V,23.647254570509872,30.781930224491695,8.269816398620605,26.418109893798828,42.75495910644531,8.656449317932129,1.9224765300750732,54.4931526184082,18,0.04018481820821762,0.025553042069077492,20.0,17.0,11.0,1.9263714567872503,20.0,22.0,29.0,29.0,1.0,25.0
20241026,90651099,0,r,R,23.637652006018865,30.781817017732568,8.513514518737793,25.745235443115234,30.638225555419922,8.098517417907715,2.0136303901672363,61.72945785522461,18,0.029860515147447586,0.018552403897047043,10.0,15.0,9.0,2.015665616939067,23.0,25.0,20.0,20.0,8.0,27.0
20241026,90651100,0,v,V,23.63769589750385,30.781755706364827,8.681468963623047,26.39915657043457,43.23885726928711,8.723286628723145,1.9936280250549316,62.452728271484375,14,0.02842313051223755,0.019592612981796265,20.0,16.0,13.0,2.005135282246884,20.0,22.0,24.0,24.0,13.0,23.0
20241026,90651101,0,b,B,23.637679891159014,30.781776333919318,8.909695625305176,26.051712036132812,27.897951126098633,8.172483444213867,2.2633719444274902,78.39176177978516,16,0.13455383479595184,0.07288210839033127,30.0,16.0,21.0,2.270880023396935,19.0,31.0,77.0,76.0,12.0,22.0
20241026,90651102,0,halpha,Halpha,23.637741025556693,30.781751371532355,9.220317840576172,24.36589241027832,9.216046333312988,8.875899314880371,2.077702522277832,65.26799774169922,7,0.0547088123857975,0.02897966094315052,100.0,6.0,38.0,2.0761183946172554,7.0,8.0,7.0,7.0,7.0,9.0
20241026,90651103,0,halpha,Halpha,23.637773336064917,30.781733987755786,10.304503440856934,26.3167724609375,62.93690872192383,13.899185180664062,1.9717143774032593,64.557373046875,18,0.06919035315513611,0.03705846518278122,600.0,20.0,208.0,1.9742081650604026,19.0,37.0,39.0,35.0,12.0,27.0
20241026,90651104,0,r,R,6.804693179371974,64.70390145747888,32.266761779785156,26.53959083557129,100.60285949707031,10.986684799194336,1.9236807823181152,58.370574951171875,32,0.020276444032788277,0.01161552406847477,20.0,34.0,10.0,1.9214819938096817,41.0,39.0,49.0,48.0,4.0,50.0
20241026,90651105,0,r,R,6.804715217513644,64.70388715246244,32.37596893310547,25.831762313842773,71.41840362548828,10.121984481811523,1.9225940704345703,55.54064178466797,25,0.027281349524855614,0.017035946249961853,10.0,34.0,7.0,1.9172623172057812,31.0,29.0,51.0,51.0,3.0,36.0
20241026,90651106,0,r,R,6.789369621259058,64.70725996679644,33.1103630065918,25.721431732177734,34.21033477783203,8.21270751953125,2.0552403926849365,59.619449615478516,37,0.025116007775068283,0.012168697081506252,10.0,37.0,6.0,2.0516821369868143,41.0,40.0,41.0,41.0,1.0,49.0
20241026,90651107,0,r,R,6.80970510684865,64.70752761793197,33.2961540222168,26.47015953063965,68.25772094726562,9.447895050048828,2.0021657943725586,61.20085144042969,36,0.024262314662337303,0.016337228938937187,20.0,36.0,14.0,1.9974312638775396,45.0,47.0,48.0,48.0,8.0,53.0
20241026,90651108,0,v,V,6.80964792774608,64.70760774745023,33.39764404296875,27.135774612426758,97.1041259765625,10.295951843261719,2.03493332862854,60.01735305786133,35,0.027792228385806084,0.016582362353801727,40.0,36.0,12.0,2.027922270353319,42.0,42.0,41.0,41.0,5.0,49.0
20241026,90651109,0,b,B,6.809566322458311,64.70768499741625,33.528289794921875,26.926551818847656,80.04634857177734,9.655630111694336,2.078015089035034,65.54589080810547,21,0.02930363267660141,0.01936974562704563,80.0,30.0,24.0,2.0817926773903483,26.0,26.0,26.0,26.0,5.0,29.0
20241026,90651110,0,r,R,1.806684996204945,64.96095247765341,35.81724548339844,25.739707946777344,36.264122009277344,8.292337417602539,2.0271925926208496,60.07884979248047,75,0.03224862739443779,0.019298410043120384,10.0,86.0,5.0,2.0249364175122326,89.0,102.0,87.0,87.0,9.0,108.0
20241026,90651111,0,r,R,1.8066255192279967,64.96096332892256,35.9643440246582,27.675657272338867,213.04603576660156,13.602343559265137,1.971781849861145,59.52983856201172,149,0.01669660396873951,0.009344084188342094,60.0,80.0,15.0,1.9710383412618298,175.0,211.0,195.0,194.0,13.0,248.0
20241026,90651112,0,v,V,1.8065333079231842,64.96101463894183,36.177879333496094,28.322776794433594,304.9114990234375,14.946579933166504,2.057250738143921,66.70406341552734,121,0.017352407798171043,0.010433610528707504,120.0,83.0,30.0,2.0556793529714876,146.0,179.0,148.0,148.0,6.0,196.0
20241026,90651113,0,b,B,1.8063825492042866,64.9611043603616,36.52009582519531,28.021421432495117,253.01502990722656,13.85464096069336,2.0814197063446045,71.60742950439453,82,0.025971580296754837,0.013413839973509312,240.0,83.0,84.0,2.0807787753029166,98.0,115.0,99.0,99.0,11.0,120.0
20241026,90651114,0,halpha,Halpha,1.8070314268991055,64.96110321891086,37.230857849121094,26.69169807434082,60.98387908935547,12.347596168518066,1.80173921585083,19.285537719726562,22,0.07631576806306839,0.040369849652051926,600.0,91.0,182.0,1.7914888773650468,87.0,108.0,34.0,31.0,8.0,114.0
20241026,90651116,0,r,R,41.50002894024493,-7.582176208733891,45.09911346435547,27.64095687866211,237.0771484375,13.884994506835938,2.187216281890869,70.2391586303711,3,0.02140505425632,0.006896961946040392,60.0,6.0,18.0,2.181655861287702,3.0,3.0,7.0,7.0,2.0,4.0
20241026,90651117,0,v,V,41.50004897207847,-7.582295539244247,45.17888259887695,28.33493995666504,327.1605529785156,15.762065887451172,2.147052764892578,62.721492767333984,5,0.012235312722623348,0.0078805610537529,120.0,5.0,42.0,2.1519346546128943,5.0,5.0,5.0,5.0,0.0,5.0
20241026,90651118,0,b,B,41.50002484568025,-7.58242135084084,45.300262451171875,27.92072296142578,265.56341552734375,14.574281692504883,2.3985800743103027,140.9719696044922,2,0.05862533673644066,0.03758643940091133,240.0,6.0,66.0,2.3399891774280834,2.0,2.0,7.0,7.0,1.0,2.0
20241026,90651120,0,r,R,55.69748251320425,-22.114940290018353,59.455196380615234,25.62721824645996,50.009246826171875,8.915882110595703,2.1485095024108887,75.94019317626953,4,0.03145306557416916,0.011200029402971268,10.0,8.0,6.0,2.1840566487583457,5.0,5.0,7.0,7.0,0.0,5.0
20241026,90651121,0,r,R,55.69745881986271,-22.11486523872561,59.44065856933594,27.560026168823242,297.18743896484375,14.9500093460083,2.2708230018615723,98.20374298095703,13,0.034344304352998734,0.0225850660353899,60.0,11.0,23.0,2.2620794841248935,14.0,14.0,13.0,13.0,0.0,14.0
20241026,90651122,0,v,V,55.663480672580846,-22.10217404340526,59.404747009277344,25.862449645996094,415.787353515625,17.60093116760254,2.244579553604126,135.4319305419922,10,4.319316085354963e-11,1.0731215178624853e-12,120.0,2.0,35.0,2.1992749476458395,11.0,1.0,11.0,11.0,0.0,11.0
20241026,90651123,0,b,B,55.69745285727472,-22.115296507744965,59.392730712890625,28.083251953125,334.904052734375,15.76103401184082,2.733224391937256,136.74270629882812,4,0.03389672935009003,0.01526576653122902,240.0,6.0,70.0,2.7247239708406754,6.0,5.0,8.0,8.0,2.0,5.0
20241026,90651125,0,r,R,60.81119051637665,51.309580104956886,14.219457626342773,25.6718692779541,33.83791732788086,8.95663833618164,2.866647243499756,136.35855102539062,26,0.022837722674012184,0.010105571709573269,10.0,29.0,8.0,2.864976518558025,30.0,33.0,28.0,28.0,2.0,40.0
20241026,90651126,0,r,R,60.824658587451204,51.318490852422634,14.18410873413086,25.70719337463379,32.634361267089844,9.24179744720459,2.4840028285980225,101.37467193603516,31,0.025990404188632965,0.014182786457240582,10.0,41.0,10.0,2.481555414387338,38.0,39.0,36.0,35.0,0.0,48.0
20241026,90651127,0,r,R,60.824659406407825,51.318325997637345,14.161250114440918,26.16798973083496,47.93860626220703,9.727039337158203,1.8829946517944336,63.15311813354492,46,0.021609164774417877,0.011525437235832214,15.0,51.0,6.0,1.881560542981026,54.0,56.0,59.0,58.0,0.0,66.0
20241026,90651128,0,v,V,60.824516410511,51.31835775956208,14.138605117797852,26.828731536865234,63.64094161987305,10.155138969421387,2.1318600177764893,83.79002380371094,35,0.02611255832016468,0.017142025753855705,30.0,47.0,10.0,2.127601226398459,46.0,47.0,41.0,40.0,0.0,55.0
20241026,90651129,0,b,B,60.82447165408845,51.31830889667492,14.112725257873535,26.59494400024414,54.17707824707031,9.41412353515625,2.270596981048584,87.21857452392578,27,0.02650952897965908,0.016047433018684387,60.0,34.0,27.0,2.2697390585268087,32.0,33.0,28.0,28.0,0.0,37.0
20241026,90651130,0,halpha,Halpha,60.82464395878815,51.318302963902056,14.077817916870117,25.07142448425293,35.674163818359375,14.715350151062012,1.8999755382537842,60.43239212036133,17,0.06991415470838547,0.03432843089103699,150.0,28.0,54.0,1.899383827454406,20.0,23.0,23.0,22.0,0.0,25.0
20241026,90651131,0,r,R,62.323702482334205,30.772171958369658,6.714175701141357,25.750011444091797,30.47933578491211,8.59939193725586,1.9054229259490967,63.84861755371094,16,0.02475014328956604,0.013596370816230774,10.0,19.0,10.0,1.9145595751263091,17.0,19.0,19.0,19.0,1.0,17.0
20241026,90651132,0,halpha,Halpha,62.32379627976836,30.772231098088845,6.606226444244385,24.662700653076172,9.31863021850586,9.887624740600586,1.8566864728927612,56.561912536621094,8,0.069691963493824,0.02347567491233349,100.0,13.0,41.0,1.8738064622728867,10.0,12.0,12.0,10.0,1.0,10.0
20241026,90651133,0,v,V,62.32369178808685,30.77218836433455,6.544926643371582,26.423995971679688,42.294898986816406,9.281692504882812,2.0540237426757812,75.12362670898438,13,0.04503417760133743,0.015157198533415794,20.0,18.0,8.0,2.067681769575264,15.0,17.0,15.0,15.0,1.0,15.0
20241026,90651134,0,b,B,62.32374596268275,30.772189829203313,6.519276142120361,26.08005142211914,36.72273635864258,8.731581687927246,2.2048633098602295,93.58819580078125,9,0.032661762088537216,0.01733693853020668,40.0,11.0,24.0,2.2410943504041723,10.0,12.0,10.0,10.0,1.0,10.0
20241026,90651135,0,r,R,64.92960021506997,53.14118419840079,15.948897361755371,25.731121063232422,30.687564849853516,8.670867919921875,2.3540332317352295,90.43980407714844,52,0.03822535276412964,0.0275872852653265,10.0,64.0,2.0,2.3554584448882285,61.0,65.0,55.0,55.0,0.0,74.0
20241026,90651136,0,r,R,64.92993761601474,53.14996636306985,15.91785717010498,27.68057632446289,184.49510192871094,13.51582145690918,2.0578253269195557,68.36619567871094,110,0.014548524282872677,0.00792313739657402,60.0,71.0,27.0,2.0539017499769483,133.0,140.0,127.0,126.0,17.0,174.0
20241026,90651137,0,halpha,Halpha,64.93004621364634,53.15002960672755,15.867314338684082,26.56890296936035,57.336708068847656,12.535886764526367,1.9195549488067627,65.50047302246094,45,0.05501462146639824,0.03252558782696724,600.0,61.0,178.0,1.9142618416682344,69.0,83.0,78.0,64.0,10.0,99.0
20241026,90651138,0,v,V,64.92993738358005,53.15005835946358,15.894804000854492,28.342445373535156,253.07579040527344,14.533361434936523,2.12058424949646,74.591796875,90,0.02009485848248005,0.013468153774738312,120.0,71.0,49.0,2.1211963242771956,105.0,113.0,103.0,101.0,13.0,136.0
20241026,90651139,0,b,B,64.92995076990088,53.150097236587364,15.944611549377441,28.223299026489258,226.2729949951172,13.81105899810791,2.1731059551239014,70.84070587158203,63,0.024358602240681648,0.017459873110055923,240.0,71.0,81.0,2.1760981486621023,76.0,80.0,75.0,73.0,16.0,89.0
