day_obs,visit,detector,band,physical_filter,ra,dec,zenithDistance,zeroPoint,skyBg,skyNoise,psfSigma,psfArea,nPsfStar,astromOffsetMean,astromOffsetStd,expTime,astrometry_matches_count,cosmic_ray_count,final_psf_sigma,matched_psf_star_count,photometry_matches_count,psf_available_star_count,psf_good_star_count,saturated_source_count,star_count
20250803,93461070,0,b,B,300.17631200944453,22.70581762143094,29.9381046295166,23.797033309936523,6.326157569885254,6.221604824066162,1.935080647468567,67.46265411376953,27,0.040449660271406174,0.020787129178643227,4.0,33.0,9.0,1.9457480725092355,29.0,38.0,31.0,31.0,5.0,29.0
20250803,93461071,0,b,B,300.17622706221215,22.70603794664003,29.824296951293945,23.775224685668945,6.355922698974609,6.214085102081299,2.4867658615112305,91.4819107055664,18,0.05597808584570885,0.032168157398700714,4.0,20.0,5.0,2.486849768191207,27.0,39.0,20.0,19.0,3.0,33.0
20250803,93461072,0,b,B,300.1762661851545,22.705885291823666,29.710895538330078,23.588159561157227,7.26163387298584,6.205660820007324,2.5502102375030518,108.66209411621094,20,0.05283587425947189,0.020496077835559845,4.0,23.0,7.0,2.5498571242203947,25.0,33.0,20.0,20.0,1.0,29.0
20250803,93461073,0,b,B,300.17623383882005,22.705917530709346,29.597488403320312,23.58167266845703,7.057345390319824,6.197693347930908,2.1787242889404297,83.64368438720703,23,0.04080609232187271,0.016828037798404694,4.0,27.0,7.0,2.1756118584236086,29.0,38.0,26.0,26.0,1.0,34.0
20250803,93461074,0,b,B,300.1763082407131,22.705805291059395,29.484405517578125,23.5650577545166,6.953799247741699,6.210751533508301,2.988924026489258,136.7016143798828,11,0.04016810283064842,0.031143372878432274,4.0,11.0,5.0,3.0165905328761506,20.0,32.0,12.0,12.0,3.0,25.0
20250803,93461075,0,b,B,300.1762313505439,22.705815426796814,29.371206283569336,23.590036392211914,6.477386474609375,6.209038257598877,2.271024703979492,82.69214630126953,21,0.05486278980970383,0.03131991624832153,4.0,27.0,6.0,2.2638922082286683,27.0,34.0,27.0,27.0,3.0,28.0
20250803,93461076,0,b,B,300.17637133173287,22.7061175352185,29.2581844329834,23.580699920654297,6.442330360412598,6.2277116775512695,2.4378886222839355,99.17186737060547,27,0.047772519290447235,0.029917843639850616,4.0,27.0,5.0,2.430936070009478,30.0,54.0,28.0,28.0,3.0,32.0
20250803,93461077,0,b,B,300.1762403625973,22.705968454985126,29.145334243774414,23.585168838500977,6.487632751464844,6.229118347167969,2.455900192260742,99.69123840332031,20,0.038627222180366516,0.029638871550559998,4.0,19.0,5.0,2.4646298654793655,26.0,36.0,20.0,20.0,3.0,32.0
20250803,93461078,0,b,B,300.1762518664854,22.705749341764342,29.03276824951172,23.587133407592773,6.640812873840332,6.219780921936035,2.1858069896698,80.876708984375,23,0.05365587770938873,0.03285732865333557,4.0,27.0,2.0,2.192925256142157,28.0,35.0,26.0,26.0,3.0,32.0
20250803,93461079,0,b,B,300.1761995310012,22.705973685530147,28.919898986816406,23.582054138183594,6.575810432434082,6.212654113769531,2.5726709365844727,91.50988006591797,16,0.044593967497348785,0.01473512314260006,4.0,15.0,4.0,2.577560251194269,20.0,30.0,16.0,16.0,3.0,25.0
20250803,93461080,0,b,B,300.1762377945797,22.70598516746209,28.807456970214844,23.57829475402832,6.36895751953125,6.219789505004883,2.599740743637085,105.61640167236328,21,0.04271461442112923,0.020747311413288116,4.0,21.0,10.0,2.5989049721757853,26.0,49.0,24.0,23.0,1.0,29.0
20250803,93461081,0,b,B,300.1761931800168,22.70611603356434,28.695053100585938,23.805641174316406,6.407741546630859,6.228333473205566,2.233570098876953,86.05245208740234,22,0.04225919023156166,0.02492181397974491,4.0,25.0,3.0,2.236927245215102,28.0,37.0,23.0,23.0,4.0,34.0
20250803,93461082,0,b,B,300.17608604235556,22.705823762802467,28.5830020904541,23.566511154174805,6.2218828201293945,6.236701965332031,3.0334858894348145,139.67311096191406,13,0.056933268904685974,0.03027612902224064,4.0,13.0,3.0,3.02952346368563,21.0,32.0,13.0,13.0,2.0,24.0
20250803,93461083,0,b,B,300.17633690530926,22.70600603971128,28.471067428588867,23.578990936279297,7.085047721862793,6.222968578338623,2.646751642227173,110.00172424316406,20,0.039960604161024094,0.021254347637295723,4.0,20.0,8.0,2.643694534202124,24.0,35.0,20.0,20.0,3.0,29.0
20250803,93461084,0,b,B,300.17638715170875,22.7059855879173,28.35922622680664,23.37105941772461,6.334073066711426,6.225857734680176,2.9986319541931152,130.99989318847656,5,0.06179409474134445,0.027112452313303947,4.0,9.0,4.0,2.832369568454427,9.0,17.0,9.0,9.0,2.0,11.0
20250803,93461085,0,b,B,300.17637771335876,22.705913800832292,28.247581481933594,23.587562561035156,6.9254350662231445,6.23319673538208,2.1295201778411865,78.39381408691406,28,0.0566694475710392,0.029156174510717392,4.0,31.0,7.0,2.1222284870492154,31.0,59.0,32.0,32.0,3.0,32.0
20250803,93461086,0,b,B,300.1762863065926,22.706071740277313,28.13582420349121,23.57845115661621,6.183521747589111,6.242724895477295,2.6591391563415527,112.9153823852539,22,0.047942567616701126,0.024860670790076256,4.0,22.0,7.0,2.650690387742346,28.0,36.0,22.0,22.0,1.0,31.0
20250803,93461087,0,b,B,300.1762173351085,22.70579599703878,28.024532318115234,23.589075088500977,6.851999282836914,6.245611667633057,2.5455336570739746,100.58613586425781,20,0.04977048933506012,0.02703983150422573,4.0,22.0,2.0,2.5359205026596445,25.0,50.0,25.0,23.0,4.0,28.0
20250803,93461088,0,b,B,300.1763418973637,22.706009060946087,27.91323471069336,23.590843200683594,6.1744842529296875,6.224174976348877,2.334014892578125,90.67585754394531,24,0.049450017511844635,0.03339559584856033,4.0,25.0,6.0,2.330065343892189,29.0,37.0,25.0,25.0,1.0,32.0
20250803,93461089,0,b,B,300.1762819951422,22.705830584997706,27.802169799804688,23.572830200195312,7.120599746704102,6.23267126083374,2.4672772884368896,101.93864440917969,23,0.05165144056081772,0.026674536988139153,4.0,26.0,8.0,2.4697670495541892,27.0,48.0,27.0,26.0,1.0,30.0
20250803,93461090,0,b,B,300.1763080586906,22.705988980442836,27.691146850585938,23.579147338867188,6.733116149902344,6.23344612121582,2.2914860248565674,94.36109161376953,22,0.05832841619849205,0.026120267808437347,4.0,26.0,3.0,2.287006461706644,28.0,35.0,23.0,23.0,3.0,30.0
20250803,93461091,0,b,B,300.1762819024631,22.705936246137696,27.58037757873535,23.598562240600586,6.92729377746582,6.220279693603516,2.3768138885498047,95.36204528808594,22,0.048277392983436584,0.01820061169564724,4.0,24.0,5.0,2.3750062100500293,28.0,41.0,23.0,23.0,1.0,33.0
20250803,93461092,0,b,B,300.1763334275286,22.705936058445882,27.469764709472656,23.57447052001953,6.731070518493652,6.22831916809082,2.370514392852783,106.68016052246094,20,0.051622506231069565,0.026524236425757408,4.0,23.0,9.0,2.3734197617099086,24.0,33.0,22.0,21.0,3.0,30.0
20250803,93461093,0,b,B,300.1764627001947,22.70606004654436,27.359325408935547,23.58088493347168,6.415098190307617,6.226808547973633,2.6787469387054443,112.23299407958984,24,0.0475693978369236,0.02324201911687851,4.0,24.0,10.0,2.6796155164973476,27.0,51.0,26.0,26.0,1.0,31.0
20250803,93461094,0,b,B,300.1763379684756,22.705982909127705,27.248992919921875,23.584550857543945,6.66652250289917,6.234257698059082,2.356945753097534,90.41102600097656,21,0.03306146711111069,0.014942171052098274,4.0,12.0,3.0,2.356862441883057,27.0,37.0,23.0,22.0,11.0,31.0
20250803,93461095,0,b,B,300.1763111634026,22.70590458268773,27.13890266418457,23.59076690673828,6.497888088226318,6.228163719177246,2.279421806335449,85.6424789428711,21,0.062309760600328445,0.03250277787446976,4.0,25.0,6.0,2.2731487612011745,26.0,34.0,26.0,25.0,2.0,29.0
20250803,93461096,0,b,B,300.1762985354404,22.705942836266622,27.028799057006836,23.59609031677246,6.454184532165527,6.24493932723999,2.0661587715148926,75.94942474365234,23,0.04745294898748398,0.025004155933856964,4.0,29.0,7.0,2.071127219767669,29.0,38.0,29.0,29.0,3.0,33.0
20250803,93461097,0,b,B,300.17630863564904,22.70597666907681,26.91904067993164,23.59690284729004,6.167325496673584,6.229381084442139,2.401660203933716,92.31558990478516,26,0.05796036496758461,0.04324061796069145,4.0,25.0,5.0,2.401650355272567,30.0,59.0,26.0,26.0,1.0,36.0
20250803,93461098,0,b,B,300.1764943931981,22.705792596470232,26.809690475463867,23.814241409301758,6.952587127685547,6.235803127288818,2.632619619369507,116.24122619628906,20,0.046389177441596985,0.022018708288669586,4.0,21.0,3.0,2.6249670319412552,23.0,32.0,21.0,21.0,1.0,27.0
20250803,93461099,0,b,B,300.1762129896655,22.705705728420966,26.700092315673828,23.592805862426758,6.986537933349609,6.248865604400635,2.772702693939209,119.54782104492188,17,0.04906955733895302,0.023033425211906433,4.0,20.0,9.0,2.769068819904735,24.0,35.0,19.0,19.0,1.0,29.0
20250803,93461100,0,b,B,300.17634133400384,22.706077112053535,26.590679168701172,23.604917526245117,6.199979305267334,6.232166767120361,2.13478684425354,78.17398834228516,27,0.05151502043008804,0.02707073837518692,4.0,30.0,8.0,2.134723882806977,34.0,43.0,29.0,29.0,3.0,35.0
20250803,93461101,0,b,B,300.1763362169493,22.70593931226481,26.481706619262695,23.602222442626953,6.095165252685547,6.237206935882568,2.5343000888824463,97.13101959228516,23,0.05793769285082817,0.024742215871810913,4.0,26.0,7.0,2.531457744237042,26.0,48.0,27.0,27.0,1.0,30.0
20250803,93461102,0,b,B,300.17634596045934,22.70591092021435,26.37282943725586,23.585739135742188,6.969642639160156,6.23092794418335,2.398768186569214,102.94108581542969,21,0.059848710894584656,0.02938985824584961,4.0,23.0,7.0,2.3969601413464856,25.0,33.0,23.0,23.0,1.0,28.0
20250803,93461103,0,b,B,300.1763372548799,22.706020019663864,26.264070510864258,23.582324981689453,6.553613185882568,6.246503829956055,2.4715311527252197,110.50843048095703,21,0.06680861115455627,0.024074429646134377,4.0,22.0,3.0,2.461704847328378,25.0,35.0,22.0,22.0,1.0,29.0
20250803,93461104,0,b,B,300.1764088864299,22.70596840460168,26.155662536621094,23.575355529785156,6.501915454864502,6.2591633796691895,3.1329264640808105,149.12509155273438,14,0.04440246894955635,0.02683158405125141,4.0,17.0,5.0,3.1146589590665035,18.0,46.0,15.0,15.0,3.0,26.0
20250803,93461105,0,b,B,300.17631564113316,22.70589112604236,26.047346115112305,23.594707489013672,6.789168834686279,6.258457660675049,2.515556812286377,100.72074127197266,18,0.044940270483493805,0.03251642361283302,4.0,19.0,6.0,2.513055736457593,25.0,38.0,19.0,19.0,3.0,33.0
20250803,93461106,0,b,B,300.1763341775248,22.70571144039301,25.93935775756836,23.587520599365234,6.72063684463501,6.254053592681885,2.490940809249878,104.4369125366211,17,0.05829490348696709,0.027186354622244835,4.0,16.0,5.0,2.4786213618812454,26.0,37.0,17.0,17.0,3.0,33.0
20250803,93461107,0,b,B,300.17632970687816,22.705957596276324,25.831275939941406,23.571571350097656,6.686014652252197,6.244946002960205,2.5710229873657227,112.56483459472656,25,0.07670178264379501,0.03194442018866539,4.0,25.0,3.0,2.574985216133204,28.0,53.0,27.0,27.0,3.0,33.0
20250803,93461108,0,b,B,300.17648240471493,22.706088738179528,25.723596572875977,23.59409523010254,6.586582183837891,6.255728721618652,2.4904606342315674,100.48908996582031,27,0.05204811692237854,0.03261686488986015,4.0,27.0,6.0,2.479086227228139,31.0,61.0,28.0,28.0,3.0,34.0
20250803,93461109,0,b,B,300.17643848790715,22.706027752717823,25.616106033325195,23.592069625854492,6.612547874450684,6.2524261474609375,2.322460651397705,99.09718322753906,22,0.05321785435080528,0.029716022312641144,4.0,24.0,8.0,2.3317701369438284,27.0,36.0,23.0,23.0,3.0,33.0
20250803,93461110,0,b,B,300.1764410064232,22.70588114571493,25.5089111328125,23.58515739440918,6.562713146209717,6.257529258728027,2.9103660583496094,125.3805923461914,17,0.04031294584274292,0.01131352037191391,4.0,17.0,5.0,2.9058404285239323,23.0,52.0,19.0,19.0,1.0,30.0
20250803,93461111,0,b,B,300.176488640332,22.70590924566498,25.401813507080078,23.59095573425293,6.473896503448486,6.254404067993164,2.4749362468719482,108.69066619873047,23,0.06476712971925735,0.027163224294781685,4.0,26.0,2.0,2.4692102993025165,26.0,51.0,27.0,27.0,3.0,31.0
20250803,93461112,0,b,B,300.1763960635709,22.70591215119072,25.294878005981445,23.575855255126953,6.555905818939209,6.259519577026367,2.800663709640503,129.3308563232422,15,0.0793636292219162,0.04662344604730606,4.0,19.0,6.0,2.7818127879501553,20.0,28.0,18.0,18.0,2.0,29.0
20250803,93461113,0,b,B,300.1763543832844,22.705886023656024,25.18812370300293,23.58898162841797,6.172259330749512,6.250272274017334,2.5328547954559326,95.45108795166016,21,0.07877489924430847,0.05114291235804558,4.0,27.0,3.0,2.5175029965780045,25.0,51.0,27.0,27.0,3.0,29.0
20250803,93461114,0,b,B,300.1763059576106,22.705949458451133,25.081584930419922,23.59482192993164,6.390861988067627,6.2439141273498535,2.521725654602051,102.90679931640625,25,0.054446782916784286,0.021746769547462463,4.0,25.0,3.0,2.5278944622984656,28.0,54.0,26.0,26.0,1.0,31.0
20250803,93461115,0,b,B,300.176398146756,22.705899042205544,24.97549819946289,23.5930233001709,6.117688179016113,6.254739284515381,2.3913397789001465,100.69412231445312,22,0.07746940851211548,0.03486211970448494,4.0,25.0,5.0,2.3906747736736698,27.0,36.0,23.0,23.0,1.0,31.0
20250803,93461116,0,b,B,300.1763255886243,22.705872051988898,24.869476318359375,23.600252151489258,6.281330585479736,6.224217891693115,2.5145809650421143,101.86006927490234,22,0.045409511774778366,0.018978651612997055,4.0,23.0,6.0,2.5140471921121508,27.0,40.0,23.0,23.0,1.0,35.0
20250803,93461117,0,b,B,300.1762720816031,22.70588012409448,24.763643264770508,23.600065231323242,5.923993110656738,6.233029842376709,2.6930809020996094,108.45601654052734,13,0.058057621121406555,0.02610587887465954,4.0,16.0,3.0,2.6837435973807575,19.0,35.0,19.0,19.0,3.0,23.0
20250803,93461118,0,b,B,300.1763119570156,22.70589563145001,24.65812873840332,23.5851993560791,6.236166954040527,6.251532077789307,2.204402208328247,91.9352035522461,19,0.04308706521987915,0.018061526119709015,4.0,27.0,6.0,2.188665807441541,23.0,30.0,25.0,25.0,3.0,26.0
20250803,93461119,0,b,B,300.1763493636808,22.7059149839041,24.55281639099121,23.58600616455078,6.839818954467773,6.263055801391602,2.515012264251709,113.16205596923828,17,0.07954031974077225,0.038328543305397034,4.0,21.0,4.0,2.503009109337963,23.0,32.0,21.0,20.0,3.0,27.0
20250803,93461120,0,b,B,300.1763843544775,22.70589908957691,24.44782066345215,23.596830368041992,6.104617118835449,6.261415004730225,2.2376062870025635,87.88164520263672,19,0.05531880259513855,0.028051774948835373,4.0,25.0,4.0,2.25377150820574,23.0,30.0,22.0,22.0,3.0,25.0
20250803,93461121,0,b,B,300.17629322308966,22.705908001911546,24.342905044555664,23.593990325927734,6.057567596435547,6.247070789337158,2.5142345428466797,92.8468246459961,23,0.0787886306643486,0.04258018359541893,4.0,28.0,10.0,2.5131220424031633,26.0,46.0,29.0,28.0,3.0,33.0
20250803,93461122,0,b,B,300.1763681542569,22.705999765263844,24.238319396972656,23.590330123901367,6.002506256103516,6.267337322235107,2.092463254928589,84.67268371582031,23,0.06010575219988823,0.030862754210829735,4.0,30.0,5.0,2.0869601954993673,29.0,37.0,28.0,27.0,3.0,31.0
20250803,93461123,0,b,B,300.17630257690996,22.705789675005292,24.134057998657227,23.72251319885254,6.809707164764404,6.263296127319336,2.31252121925354,91.2695083618164,22,0.07252992689609528,0.04301954805850983,4.0,25.0,4.0,2.3114006279044608,26.0,33.0,26.0,26.0,1.0,31.0
20250803,93461124,0,b,B,300.1763693246373,22.70592802244745,24.02993392944336,23.584638595581055,5.937473297119141,6.275970935821533,2.7172985076904297,124.42711639404297,15,0.07313305139541626,0.03491576015949249,4.0,14.0,4.0,2.7168453096085208,22.0,31.0,16.0,16.0,1.0,26.0
20250803,93461125,0,b,B,300.1764385238512,22.70580529862826,23.926210403442383,23.835399627685547,6.141525745391846,6.252809047698975,2.922337770462036,121.22520446777344,7,0.04540205001831055,0.019039873033761978,4.0,11.0,5.0,2.8871277670458664,10.0,14.0,12.0,12.0,3.0,13.0
20250803,93461126,0,b,B,300.1764315441161,22.70601060821299,23.82250213623047,23.600605010986328,5.95622444152832,6.24368143081665,2.232470750808716,83.17585754394531,24,0.05533970147371292,0.028258761391043663,4.0,28.0,13.0,2.2291958690875,30.0,38.0,28.0,28.0,4.0,34.0
20250803,93461127,0,b,B,300.1764094268982,22.705953640225705,23.719192504882812,23.591297149658203,6.556912422180176,6.267367362976074,2.2950870990753174,100.69351959228516,22,0.06592392921447754,0.03093782067298889,4.0,25.0,5.0,2.2927243945474616,29.0,38.0,23.0,23.0,0.0,32.0
20250803,93461128,0,b,B,300.1763932599618,22.705968287477706,23.616130828857422,23.572002410888672,6.588534832000732,6.272988796234131,2.2296016216278076,99.92988586425781,21,0.06665406376123428,0.042465560138225555,4.0,24.0,11.0,2.2210438731481026,27.0,35.0,26.0,25.0,3.0,32.0
20250803,93461129,0,b,B,300.17635078813873,22.705938945491496,23.513322830200195,23.567638397216797,5.819014072418213,6.253335952758789,3.2000293731689453,158.42002868652344,11,0.04256075993180275,0.022852789610624313,4.0,13.0,4.0,3.1862815264240125,17.0,26.0,12.0,12.0,3.0,21.0
20250803,93461130,0,b,B,300.1766671531502,22.70601056367057,23.41090202331543,23.815893173217773,5.823084831237793,6.240355968475342,2.590742826461792,107.16878509521484,20,0.06505777686834335,0.03190749138593674,4.0,22.0,5.0,2.582427147985863,26.0,37.0,22.0,21.0,0.0,30.0
20250803,93461131,0,b,B,300.17629564903183,22.70595764501204,23.3084659576416,23.797828674316406,5.721358776092529,6.27130651473999,2.079430341720581,82.08992004394531,21,0.062368180602788925,0.03262338787317276,4.0,32.0,3.0,2.068065530040774,26.0,32.0,29.0,29.0,5.0,28.0
20250803,93461132,0,b,B,300.17646351631424,22.70594811583187,23.206642150878906,23.574499130249023,6.3570356369018555,6.278863430023193,2.0281078815460205,78.95023345947266,28,0.0514516606926918,0.023264717310667038,4.0,32.0,7.0,2.022139618142127,32.0,60.0,34.0,33.0,0.0,36.0
20250803,93461133,0,b,B,300.17647522133393,22.70605203907037,23.104833602905273,23.59593391418457,6.572575092315674,6.282570838928223,2.0732262134552,75.73817443847656,26,0.04940350353717804,0.026458172127604485,4.0,32.0,3.0,2.065762212793464,30.0,55.0,33.0,32.0,0.0,32.0
20250803,93461134,0,b,B,300.17637568002317,22.70593214203688,23.00347900390625,23.5798282623291,6.536598205566406,6.277550220489502,2.1673638820648193,95.00604248046875,25,0.06472119688987732,0.03524879738688469,4.0,29.0,4.0,2.166851094213991,29.0,39.0,30.0,29.0,3.0,32.0
20250803,93461135,0,b,B,300.1763373818869,22.705901142854746,22.902368545532227,23.569517135620117,5.357750415802002,6.287559509277344,2.7724084854125977,132.54359436035156,17,0.05096884444355965,0.026443133130669594,4.0,20.0,6.0,2.7502878447707015,21.0,28.0,20.0,20.0,1.0,25.0
20250803,93461136,0,b,B,300.17649255229526,22.70596755512654,22.801610946655273,23.583993911743164,6.2585248947143555,6.27601432800293,2.8893613815307617,131.68133544921875,19,0.04301794245839119,0.021953681483864784,4.0,20.0,5.0,2.8672423164594893,23.0,39.0,19.0,19.0,3.0,31.0
20250803,93461137,0,b,B,300.1763829716297,22.706148679328678,22.700927734375,23.58182716369629,5.432514667510986,6.292530059814453,2.1617612838745117,84.16934967041016,20,0.0476042814552784,0.02369876764714718,4.0,32.0,12.0,2.158328754529655,25.0,39.0,34.0,33.0,4.0,26.0
20250803,93461138,0,b,B,300.1763540426161,22.705957220741755,22.600849151611328,23.577777862548828,6.2012739181518555,6.342228889465332,2.006819248199463,91.08360290527344,22,0.049248140305280685,0.02163713052868843,4.0,32.0,5.0,2.0034683109483336,29.0,37.0,31.0,30.0,3.0,31.0
20250803,93461139,0,b,B,300.17642246303814,22.70597151483098,22.480745315551758,23.596595764160156,5.541791915893555,6.291221618652344,2.1032254695892334,83.17025756835938,20,0.0432840995490551,0.023970533162355423,4.0,31.0,7.0,2.0962030357728647,25.0,33.0,26.0,26.0,3.0,29.0
20250803,93461140,0,b,B,300.17627829446934,22.705903505508694,22.38120460510254,23.58554458618164,6.4689507484436035,6.280540466308594,2.326774835586548,101.94718170166016,21,0.054279524832963943,0.024982331320643425,4.0,24.0,9.0,2.3257138337472267,25.0,31.0,23.0,23.0,3.0,27.0
20250803,93461141,0,b,B,300.1763292147889,22.705788562364372,22.282087326049805,23.79600715637207,6.403354644775391,6.277429580688477,2.2912607192993164,96.9840087890625,20,0.0619766004383564,0.03069220297038555,4.0,24.0,11.0,2.2817079450444817,24.0,35.0,23.0,23.0,3.0,31.0
20250803,93461142,0,b,B,300.17654823590556,22.705983057609007,22.183237075805664,23.520938873291016,6.272540092468262,6.290639877319336,1.9868987798690796,77.26099395751953,23,0.04254655912518501,0.01613113097846508,4.0,33.0,4.0,1.9830155139498213,27.0,51.0,35.0,34.0,5.0,29.0
20250803,93461143,0,b,B,300.1764221288082,22.706010464336607,22.08460807800293,23.590057373046875,5.863246440887451,6.268167495727539,2.3269331455230713,92.28946685791016,18,0.060911875218153,0.02744128741323948,4.0,23.0,10.0,2.3056520770330957,23.0,31.0,23.0,23.0,3.0,31.0
20250803,93461144,0,b,B,300.1765438221889,22.705939819854763,21.986539840698242,23.58544158935547,6.168292045593262,6.263258457183838,2.5165510177612305,102.71320343017578,19,0.04792022332549095,0.027165325358510017,4.0,23.0,6.0,2.5132796302830984,24.0,47.0,25.0,24.0,0.0,28.0
20250803,93461145,0,b,B,300.1764303710199,22.7058576117877,21.888626098632812,23.574825286865234,5.185980319976807,6.285337924957275,2.192232131958008,99.39259338378906,20,0.043763261288404465,0.026851575821638107,4.0,25.0,2.0,2.1907438549469784,24.0,31.0,24.0,24.0,4.0,26.0
20250803,93461146,0,b,B,300.1764836954501,22.705950769092208,21.791019439697266,23.578689575195312,5.893956661224365,6.420053482055664,1.88296377658844,78.7673568725586,21,0.04704401269555092,0.02669965662062168,4.0,30.0,4.0,1.8820531959449205,25.0,32.0,29.0,29.0,5.0,27.0
20250803,93461147,0,b,B,300.17627420800636,22.70596001127677,21.69374656677246,23.575960159301758,6.029613494873047,6.258265018463135,2.116534471511841,89.76447296142578,26,0.055789556354284286,0.026015637442469597,4.0,29.0,7.0,2.1027896757647087,31.0,57.0,34.0,33.0,3.0,34.0
20250803,93461148,0,b,B,300.17635688452907,22.705857755348674,21.5970516204834,23.589385986328125,5.300140380859375,6.295192718505859,2.074756383895874,84.5062484741211,23,0.05907127633690834,0.038247331976890564,4.0,32.0,3.0,2.0719264814624245,29.0,39.0,31.0,31.0,6.0,33.0
20250803,93461149,0,b,B,300.17644765158775,22.70591381898499,21.500547409057617,23.5645751953125,5.459877014160156,6.271075248718262,2.646801471710205,112.73535919189453,16,0.053771454840898514,0.04201226308941841,4.0,23.0,4.0,2.6354916328530433,19.0,35.0,25.0,24.0,0.0,23.0
20250803,93461150,0,b,B,300.17645689930146,22.705770857725824,21.404550552368164,23.57734489440918,5.199610710144043,6.256617069244385,2.7424895763397217,118.58086395263672,19,0.04174094647169113,0.018878770992159843,4.0,20.0,4.0,2.7499924468660835,24.0,44.0,21.0,20.0,1.0,28.0
20250803,93461151,0,b,B,300.1763742867583,22.70605214391757,21.308549880981445,23.523805618286133,6.26936149597168,6.264864921569824,2.0372567176818848,85.34130096435547,22,0.06981106847524643,0.03535659983754158,4.0,32.0,2.0,2.0275700159348364,27.0,33.0,30.0,30.0,2.0,28.0
20250803,93461152,0,b,B,300.1764992361129,22.70596867939629,21.21331787109375,23.601573944091797,5.876166343688965,6.266005992889404,2.0232126712799072,71.54735565185547,26,0.05756523460149765,0.0307522714138031,4.0,33.0,3.0,2.0194910677467117,31.0,39.0,31.0,31.0,3.0,33.0
20250803,93461153,0,b,B,300.17642985826757,22.705895585337835,21.11833381652832,23.576181411743164,5.882817268371582,6.25208044052124,2.5019571781158447,112.36429595947266,15,0.059205543249845505,0.036651745438575745,4.0,16.0,5.0,2.501810532371328,21.0,28.0,19.0,19.0,1.0,27.0
20250803,93461154,0,b,B,300.1765180819823,22.70591853106399,21.023757934570312,23.813447952270508,5.748054504394531,6.2580366134643555,2.556690216064453,118.41387176513672,18,0.036254607141017914,0.01498896162956953,4.0,21.0,8.0,2.5538134021153795,23.0,33.0,19.0,19.0,2.0,28.0
20250803,93461155,0,b,B,300.1764851315717,22.705904423025366,20.929519653320312,23.589698791503906,5.298309326171875,6.26397180557251,2.899754285812378,118.1182632446289,11,0.06892187893390656,0.04055438190698624,4.0,18.0,7.0,2.8895633288395413,16.0,24.0,17.0,17.0,4.0,24.0
20250803,93461156,0,b,B,300.1765797775383,22.705924037754443,20.83572769165039,23.573719024658203,5.345734119415283,6.2948408126831055,2.2463674545288086,101.25669860839844,20,0.04307832941412926,0.027434220537543297,4.0,24.0,7.0,2.2325297023956123,25.0,31.0,23.0,23.0,0.0,27.0
20250803,93461157,0,b,B,300.1765426063216,22.70579121668227,20.74236488342285,23.566150665283203,5.265384674072266,6.117846965789795,2.986574172973633,154.54812622070312,13,0.06539936363697052,0.03474796935915947,4.0,16.0,9.0,2.965748788430497,18.0,27.0,16.0,16.0,1.0,22.0
20250803,93461158,0,b,B,300.17645177265064,22.705953758517786,20.649150848388672,23.586912155151367,6.5137763023376465,5.873148441314697,2.3823444843292236,103.79655456542969,21,0.05736330896615982,0.025075264275074005,4.0,25.0,9.0,2.380904797184997,28.0,35.0,24.0,23.0,3.0,30.0
20250803,93461159,0,b,B,300.17645044766135,22.70589162764635,20.556570053100586,23.571327209472656,5.606209754943848,5.880913734436035,2.6420083045959473,123.51878356933594,14,0.038390032947063446,0.018766626715660095,4.0,18.0,8.0,2.595616829228807,22.0,29.0,16.0,16.0,3.0,24.0
20250803,93461160,0,b,B,300.1763325744983,22.705928723290107,20.4642333984375,23.58114242553711,6.358558654785156,5.975597858428955,2.0843095779418945,91.38993072509766,25,0.040418047457933426,0.023822490125894547,4.0,30.0,2.0,2.0715300178538594,30.0,38.0,31.0,31.0,0.0,32.0
20250803,93461161,0,b,B,300.17645445545855,22.70586970738898,20.37255859375,23.576297760009766,5.767398357391357,6.011962890625,2.228865623474121,95.07457733154297,22,0.03861337527632713,0.02264903299510479,4.0,27.0,5.0,2.212283908875108,28.0,35.0,26.0,26.0,3.0,30.0
20250803,93461162,0,b,B,300.176422942743,22.706056675744993,20.281028747558594,23.580947875976562,6.610569477081299,5.960356712341309,2.244208574295044,93.32411193847656,22,0.03135819733142853,0.015941010788083076,4.0,29.0,5.0,2.2307846921865555,25.0,43.0,31.0,31.0,3.0,26.0
20250803,93461163,0,b,B,300.1764670652189,22.705826798044313,20.190221786499023,23.586122512817383,5.5746750831604,6.062946319580078,2.2280144691467285,96.18878936767578,28,0.038865089416503906,0.02558654174208641,4.0,31.0,3.0,2.2230362925427833,31.0,58.0,31.0,31.0,3.0,33.0
20250803,93461164,0,b,B,300.17646124062435,22.706075440711388,20.099531173706055,23.72226333618164,6.10669469833374,6.017576217651367,2.5304548740386963,129.48825073242188,14,0.046648651361465454,0.023019760847091675,4.0,18.0,5.0,2.5076574099520426,19.0,25.0,19.0,18.0,3.0,21.0
20250803,93461165,0,b,B,300.1764183597883,22.7059609949778,20.009540557861328,23.579811096191406,5.360743522644043,6.167683124542236,3.022392511367798,129.25601196289062,11,0.059325527399778366,0.03958941623568535,4.0,12.0,6.0,3.0026537176532506,17.0,25.0,13.0,13.0,1.0,22.0
